-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	36	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0
2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	10	13	-2	16	72	-2	16	0
-2	16	17	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-77	1	12	7	-2	16	-39	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-77	1	15	7	-2	16	-39	-2	16	-111	-2	16	-79	-2	16	-75	-2	16	-11	-2	16	-11	-2	16	-43	-2	16	-13	2	10	14	-2	16	-56	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	1	12	8	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	1	15	8	-2	16	-56	-2	16	0	-2	16	34	1	12	4	1	13	4	1	14	4	1	15	4	-2	16	122	2	10	14	-2	16	-56	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	1	12	8	-2	16	-20	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	100	-2	16	118	1	15	8	-2	16	-56	-2	16	0	-2	16	50	1	12	5	1	13	5	1	14	5	1	15	5	-2	16	-6	2	10	14	-2	16	-56	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	18	1	12	9	1	13	9	1	13	9	1	14	9	1	14	9	1	14	9	1	14	9	1	14	9	1	14	9	1	15	9	-2	16	-120	-2	16	0	-2	16	50	1	12	6	1	13	6	1	14	6	1	15	6	-2	16	-6	2	10	14	-2	16	-56	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	17	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	0	-2	16	50	1	12	7	1	13	7	1	14	7	1	15	7	-2	16	-6	2	10	14	-2	16	-56	-2	16	0
