-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	36	-2	16	102	-2	12	10	-2	16	76	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	4	-2	16	64	-2	16	0	-2	16	32	-2	16	36	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	4	-2	16	64	-2	16	32	-2	16	4	-2	16	96	-2	16	36	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	34	-2	12	-39	-2	12	-127	-2	12	-112	-2	12	19	-2	16	76	-2	16	64	-2	16	0	-2	16	32	-2	16	38	-2	12	-101	-2	16	76	-2	16	64	-2	16	2	-2	12	-35	-2	12	-13	-2	16	104	-2	16	36	-2	16	68	-2	16	64	-2	16	2	-2	12	-1	-2	16	8	-2	16	2	-2	12	-1	-2	16	10	-2	12	-3	-2	12	-11	-2	12	-11	-2	12	-9	-2	16	8	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	32	-2	16	54	-2	12	-120	-2	12	0	-2	12	32	-2	12	52	-2	12	119	-2	16	8	-2	16	0	-2	16	2	-2	12	-51	-2	12	-48	-2	12	19	-2	16	108	-2	16	84	-2	16	83	-2	12	126	-2	16	-86	-2	12	-39	-2	12	-77	-2	16	72	-2	16	16	-2	16	33	-2	16	-92	-2	16	116	-2	16	101	-2	16	-12	-2	16	85	-2	16	-47	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	2	-2	12	-19	-2	12	-28	-2	12	68	-2	12	66	-2	16	-3	-2	16	-59	-2	16	-64	-2	16	0	-2	16	16	-2	16	19	-2	12	76	-2	12	80	-2	12	17	-2	12	-77	-2	16	88	-2	16	1	-2	16	-78	-2	12	-56	-2	12	50	-2	16	-56	-2	16	32	-2	16	38	-2	12	-71	-2	12	-75	-2	12	-11	-2	12	-43	-2	12	-45	-2	16	76	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	17	-2	16	-111	-2	16	-77	-2	12	88	-2	12	17	-2	12	-109	-2	16	76	-2	16	64	-2	16	0	-2	16	16	-2	16	19	-2	12	76	-2	12	64	-2	12	18	-2	16	-52	-2	16	64	-2	16	18	-2	12	-20	-2	12	118	-2	16	-120	-2	16	34	-2	12	-23	-2	12	-90	-2	16	-103	-2	16	-111	-2	16	-109	-2	12	92	-2	12	115	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	16	36	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	12	-56	-2	12	0	-2	12	16	-2	12	19	-2	16	76	-2	16	64	-2	16	0	-2	16	16	-2	16	51	-2	12	72	-2	12	16	-2	12	19	-2	16	76	-2	16	80	-2	16	17	-2	16	-127	-2	16	-128	-2	16	50	-2	12	-22	-2	16	-55	-2	16	-128	-2	16	0	-2	16	48	-2	16	55	-2	12	58	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0
-2	12	17	-2	12	-77	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	18	-2	12	-20	-2	12	68	-2	12	64	-2	12	16	-2	12	19	-2	16	76	-2	16	64	-2	16	0	-2	16	18	-2	12	-52	-2	12	64	-2	12	16	-2	12	51	-2	16	72	-2	16	0	-2	16	0	-2	16	0	-2	16	50	-2	12	-38	-2	16	-20	-2	16	100	-2	16	100	-2	16	102	-2	12	-87	-2	12	-74	-2	16	-120	-2	16	0	-2	16	32	-2	16	36	-2	16	68	-2	16	64
-2	12	0	-2	12	50	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	17	-2	16	-109	-2	12	108	-2	12	68	-2	12	80	-2	12	19	-2	16	76	-2	16	64	-2	16	16	-2	16	19	-2	12	76	-2	12	64	-2	12	18	-2	16	-52	-2	16	64	-2	16	0	-2	16	0	-2	16	18	-2	12	-36	-2	12	81	-2	12	-79	-2	12	-75	-2	12	-27	-2	12	-26	-2	16	-119	-2	16	-128	-2	16	32	-2	16	38	-2	12	-71	-2	12	-73	-2	16	8
-2	12	0	-2	12	50	-2	16	-56	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	68	-2	16	96	-2	16	4	-2	16	80	-2	16	17	-2	16	-109	-2	12	76	-2	12	80	-2	12	19	-2	16	76	-2	16	64	-2	16	16	-2	16	19	-2	12	76	-2	12	80	-2	12	51	-2	16	72	-2	16	0	-2	16	0	-2	16	16	-2	16	19	-2	12	108	-2	12	102	-2	16	-103	-2	16	-111	-2	16	-127	-2	16	-128	-2	16	32	-2	16	38	-2	12	-87	-2	12	-90	-2	16	-119	-2	16	-128
-2	12	0	-2	12	50	-2	16	-56	-2	16	34	-2	12	-39	-2	12	-111	-2	12	-111	-2	12	-109	-2	16	110	-2	12	-101	-2	16	76	-2	16	64	-2	16	16	-2	16	19	-2	12	76	-2	12	80	-2	12	19	-2	16	76	-2	16	64	-2	16	16	-2	16	19	-2	12	76	-2	12	114	-2	16	-56	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	17	-2	16	-127	-2	16	-128	-2	16	0	-2	16	0	-2	16	0	-2	16	34	-2	12	-23	-2	12	-90	-2	16	-119	-2	16	-128	-2	16	0
-2	12	36	-2	12	118	-2	16	-120	-2	16	18	-2	12	-20	-2	12	100	-2	12	100	-2	12	116	-2	12	101	-2	12	-44	-2	12	83	-2	16	108	-2	16	68	-2	16	80	-2	16	19	-2	12	76	-2	12	80	-2	12	19	-2	16	76	-2	16	64	-2	16	16	-2	16	19	-2	12	126	-2	16	-120	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	0	-2	16	18	-2	12	-18	-2	16	-119	-2	16	-128	-2	16	0	-2	16	0
-2	16	17	-2	16	-127	-2	16	-128	-2	16	16	-2	16	17	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-111	-2	16	-109	-2	12	124	-2	12	85	-2	12	-13	-2	16	72	-2	16	16	-2	16	19	-2	12	108	-2	12	84	-2	12	115	-2	16	72	-2	16	0	-2	16	16	-2	16	1	-2	16	-128	-2	16	0	-2	16	32	-2	16	36	-2	16	100	-2	16	100	-2	16	68	-2	16	64	-2	16	0	-2	16	0	-2	16	0	-2	16	16	-2	16	1	-2	16	-128	-2	16	0	-2	16	0	-2	16	0
